columna,columna_1,"CUADRO 3 - Nacimientos por área y sexo, según departamento y municipio de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen
5.0,5134.0,,05134 Campamento,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5138.0,,05138 Cañasgordas,13,5,8,0,2,3,0,0,0,0,3,5,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5142.0,,05142 Caracolí,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5145.0,,05145 Caramanta,3,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5147.0,,05147 Carepa,66,33,33,0,23,22,0,2,2,0,8,9,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5148.0,,05148 El Carmen de Viboral,52,29,23,0,16,14,0,1,1,0,12,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5150.0,,05150 Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5154.0,,05154 Caucasia,130,61,69,0,46,52,0,7,9,0,8,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5172.0,,05172 Chigorodó,85,45,40,0,36,33,0,3,2,0,6,5,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5190.0,,05190 Cisneros,9,6,3,0,3,3,0,1,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5197.0,,05197 Cocorná,17,11,6,0,3,2,0,1,1,0,7,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5206.0,,05206 Concepción,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5209.0,,05209 Concordia,10,6,4,0,2,1,0,0,0,0,4,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5212.0,,05212 Copacabana,25,14,11,0,12,8,0,1,0,0,1,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5234.0,,05234 Dabeiba,25,15,10,0,5,2,0,1,0,0,9,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5237.0,,05237 Don Matías,16,6,10,0,4,4,0,0,2,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5240.0,,05240 Ebéjico,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5250.0,,05250 El Bagre,113,57,56,0,29,25,0,15,11,0,13,20,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5264.0,,05264 Entrerrios,9,4,5,0,2,3,0,0,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5266.0,,05266 Envigado,105,51,54,0,51,52,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5282.0,,05282 Fredonia,7,4,3,0,2,0,0,0,0,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5284.0,,05284 Frontino,21,10,11,0,4,6,0,0,2,0,6,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5306.0,,05306 Giraldo,4,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5308.0,,05308 Girardota,37,22,15,0,9,7,0,2,2,0,11,6,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5310.0,,05310 Gómez Plata,5,2,3,0,2,1,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5313.0,,05313 Granada,7,4,3,0,3,2,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5315.0,,05315 Guadalupe,9,7,2,0,4,1,0,1,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5318.0,,05318 Guarne,42,16,26,0,4,11,0,0,0,0,12,15,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5321.0,,05321 Guatapé,5,3,2,0,1,2,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5347.0,,05347 Heliconia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5353.0,,05353 Hispania,3,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5360.0,,05360 Itagüí,177,91,86,0,81,70,0,7,13,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5361.0,,05361 Ituango,12,7,5,0,1,2,0,2,1,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5364.0,,05364 Jardín,11,5,6,0,2,4,0,2,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5368.0,,05368 Jericó,6,1,5,0,1,2,0,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5376.0,,05376 La Ceja,53,30,23,0,24,19,0,1,1,0,5,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5380.0,,05380 La Estrella,55,30,25,0,27,23,0,2,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5390.0,,05390 La Pintada,6,0,6,0,0,2,0,0,0,0,0,4,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5400.0,,05400 La Unión,18,11,7,0,4,1,0,0,3,0,7,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5411.0,,05411 Liborina,8,3,5,0,0,0,0,1,2,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5425.0,,05425 Maceo,4,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5440.0,,05440 Marinilla,69,32,37,0,14,21,0,0,0,0,18,16,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5467.0,,05467 Montebello,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5475.0,,05475 Murindó,4,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5480.0,,05480 Mutatá,52,30,22,0,4,1,0,15,12,0,11,9,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5483.0,,05483 Nariño,6,1,5,0,0,1,0,0,0,0,1,4,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5490.0,,05490 Necoclí,57,34,23,0,5,5,0,9,7,0,20,11,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5495.0,,05495 Nechí,60,30,30,0,8,17,0,11,3,0,11,10,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5501.0,,05501 Olaya,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5541.0,,05541 Peñol,22,7,15,0,4,5,0,0,1,0,3,9,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5543.0,,05543 Peque,5,3,2,0,0,1,0,1,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5576.0,,05576 Pueblorrico,9,2,7,0,0,1,0,0,0,0,2,6,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5579.0,,05579 Puerto Berrío,35,17,18,0,9,5,0,0,0,0,8,13,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5585.0,,05585 Puerto Nare,11,6,5,0,0,2,0,2,2,0,4,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5591.0,,05591 Puerto Triunfo,20,7,13,0,0,3,0,6,8,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5604.0,,05604 Remedios,38,19,19,0,14,9,0,2,2,0,3,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5607.0,,05607 Retiro,6,4,2,0,1,2,0,1,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5615.0,,05615 Rionegro,118,64,54,0,33,33,0,2,1,0,29,20,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5628.0,,05628 Sabanalarga,10,6,4,0,0,0,0,0,0,0,6,4,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5631.0,,05631 Sabaneta,68,36,32,0,36,31,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5642.0,,05642 Salgar,9,6,3,0,0,0,0,1,0,0,5,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5647.0,,05647 San Andrés de Cuerquía,8,3,5,0,1,0,0,0,0,0,2,5,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5649.0,,05649 San Carlos,13,6,7,0,3,4,0,0,1,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5652.0,,05652 San Francisco,8,6,2,0,1,1,0,1,0,0,4,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5656.0,,05656 San Jerónimo,15,10,5,0,4,2,0,0,0,0,6,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5658.0,,05658 San José de La Montaña,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5659.0,,05659 San Juan de Urabá,33,19,14,0,6,4,0,2,2,0,11,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5660.0,,05660 San Luis,8,4,4,0,2,1,0,0,0,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5664.0,,05664 San Pedro de Los Milagros,28,10,18,0,6,7,0,2,0,0,2,11,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5665.0,,05665 San Pedro de Urabá,46,23,23,0,10,3,0,1,2,0,12,18,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5667.0,,05667 San Rafael,12,9,3,0,4,2,0,0,0,0,5,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5670.0,,05670 San Roque,13,9,4,0,2,1,0,3,2,0,4,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5674.0,,05674 San Vicente,12,2,10,0,1,0,0,0,0,0,1,10,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5679.0,,05679 Santa Bárbara,14,6,8,0,3,4,0,0,1,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5686.0,,05686 Santa Rosa de Osos,30,14,16,0,6,5,0,0,1,0,8,10,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5690.0,,05690 Santo Domingo,7,4,3,0,4,0,0,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5697.0,,05697 El Santuario,44,29,15,0,18,9,0,1,0,0,10,6,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5736.0,,05736 Segovia,77,34,43,0,24,30,0,2,1,0,8,12,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5756.0,,05756 Sonsón,25,13,12,0,4,3,0,2,1,0,7,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5761.0,,05761 Sopetrán,8,6,2,0,2,1,0,0,0,0,4,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5789.0,,05789 Támesis,5,3,2,0,1,2,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5790.0,,05790 Tarazá,26,16,10,0,6,5,0,7,2,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5792.0,,05792 Tarso,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5809.0,,05809 Titiribí,8,3,5,0,1,0,0,1,4,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5819.0,,05819 Toledo,4,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5837.0,,05837 Turbo,203,90,113,0,48,68,0,28,24,0,14,21,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5842.0,,05842 Uramita,4,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5847.0,,05847 Urrao,27,15,12,0,7,4,0,0,0,0,8,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5854.0,,05854 Valdivia,25,17,8,0,3,1,0,4,2,0,10,5,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5856.0,,05856 Valparaíso,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5858.0,,05858 Vegachí,17,13,4,0,7,4,0,0,0,0,6,0,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5861.0,,05861 Venecia,12,5,7,0,2,2,0,0,2,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5873.0,,05873 Vigía del Fuerte,6,2,4,0,1,1,0,0,1,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5885.0,,05885 Yalí,6,4,2,0,2,1,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5887.0,,05887 Yarumal,27,19,8,0,8,4,0,3,2,0,8,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5890.0,,05890 Yolombó,19,8,11,0,4,3,0,0,0,0,4,8,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5893.0,,05893 Yondó,27,13,14,0,8,10,0,1,2,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5895.0,,05895 Zaragoza,36,21,15,0,9,9,0,4,1,0,8,5,0,0,0,0,2023,nacimientos,Cuadro3
5.0,5999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8000.0,08 Atlántico,Total,2708,1406,1302,0,1382,1266,0,19,26,0,5,10,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8001.0,,08001 Barranquilla,1490,793,697,0,789,694,0,4,3,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8078.0,,08078 Baranoa,62,27,35,0,27,34,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8137.0,,08137 Campo de La Cruz,25,13,12,0,13,12,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8141.0,,08141 Candelaria,17,8,9,0,6,9,0,1,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8296.0,,08296 Galapa,74,42,32,0,42,31,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8372.0,,08372 Juan de Acosta,22,7,15,0,6,14,0,1,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8421.0,,08421 Luruaco,27,16,11,0,14,8,0,2,3,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8433.0,,08433 Malambo,122,68,54,0,67,53,0,1,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8436.0,,08436 Manatí,20,13,7,0,12,7,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8520.0,,08520 Palmar de Varela,25,11,14,0,11,14,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8549.0,,08549 Piojó,5,1,4,0,1,3,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8558.0,,08558 Polonuevo,18,8,10,0,7,10,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8560.0,,08560 Ponedera,27,12,15,0,9,8,0,3,7,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8573.0,,08573 Puerto Colombia,48,22,26,0,22,26,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8606.0,,08606 Repelón,31,17,14,0,16,12,0,1,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8634.0,,08634 Sabanagrande,29,14,15,0,14,15,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8638.0,,08638 Sabanalarga,110,54,56,0,47,42,0,6,11,0,1,3,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8675.0,,08675 Santa Lucía,14,8,6,0,8,5,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8685.0,,08685 Santo Tomás,29,15,14,0,15,13,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8758.0,,08758 Soledad,489,243,246,0,243,246,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8770.0,,08770 Suan,10,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8832.0,,08832 Tubará,9,6,3,0,5,3,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8849.0,,08849 Usiacurí,5,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
8.0,8999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
11.0,11000.0,11 Bogotá,Total,5260,2720,2540,0,2711,2535,0,1,1,0,8,4,0,0,0,0,2023,nacimientos,Cuadro3
11.0,11001.0,,"11001 Bogotá, D.C.",5260,2720,2540,0,2711,2535,0,1,1,0,8,4,0,0,0,0,2023,nacimientos,Cuadro3
11.0,11999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13000.0,13 Bolívar,Total,2611,1361,1250,0,1060,984,0,191,150,0,110,116,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13001.0,,13001 Cartagena,1337,693,644,0,629,593,0,62,48,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13006.0,,13006 Achí,33,14,19,0,4,5,0,3,3,0,7,11,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13030.0,,13030 Altos del Rosario,14,8,6,0,1,2,0,5,1,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13042.0,,13042 Arenal,14,9,5,0,8,3,0,1,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13052.0,,13052 Arjona,66,36,30,0,27,29,0,7,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13062.0,,13062 Arroyohondo,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13074.0,,13074 Barranco de Loba,27,14,13,0,4,3,0,6,5,0,4,5,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13140.0,,13140 Calamar,28,14,14,0,10,12,0,4,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13160.0,,13160 Cantagallo,9,6,3,0,3,2,0,1,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13188.0,,13188 Cicuco,11,9,2,0,7,1,0,2,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13212.0,,13212 Córdoba,11,5,6,0,3,1,0,1,1,0,1,4,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13222.0,,13222 Clemencia,14,6,8,0,3,8,0,2,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13244.0,,13244 El Carmen de Bolívar,89,34,55,0,20,27,0,1,1,0,13,27,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13248.0,,13248 El Guamo,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13268.0,,13268 El Peñón,7,5,2,0,0,0,0,4,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13300.0,,13300 Hatillo de Loba,22,12,10,0,1,1,0,7,5,0,4,4,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13430.0,,13430 Magangué,242,127,115,0,97,88,0,19,19,0,11,8,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13433.0,,13433 Mahates,33,22,11,0,6,6,0,14,5,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13440.0,,13440 Margarita,4,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13442.0,,13442 María La Baja,53,28,25,0,19,18,0,4,6,0,5,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13458.0,,13458 Montecristo,9,4,5,0,2,4,0,2,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13468.0,,13468 Mompós,67,36,31,0,28,22,0,6,5,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13473.0,,13473 Morales,22,12,10,0,5,5,0,3,1,0,4,4,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13490.0,,13490 Norosí,11,5,6,0,4,4,0,1,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13549.0,,13549 Pinillos,19,11,8,0,2,3,0,7,4,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13580.0,,13580 Regidor,8,3,5,0,2,3,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13600.0,,13600 Río Viejo,10,4,6,0,4,4,0,0,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13620.0,,13620 San Cristóbal,7,2,5,0,2,3,0,0,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13647.0,,13647 San Estanislao,12,6,6,0,4,3,0,2,3,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13650.0,,13650 San Fernando,7,4,3,0,2,1,0,1,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13654.0,,13654 San Jacinto,18,8,10,0,6,9,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13655.0,,13655 San Jacinto del Cauca,6,5,1,0,1,0,0,2,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13657.0,,13657 San Juan Nepomuceno,15,9,6,0,9,4,0,0,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13667.0,,13667 San Martín de Loba,25,10,15,0,2,3,0,6,8,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13670.0,,13670 San Pablo,44,26,18,0,18,10,0,1,4,0,7,4,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13673.0,,13673 Santa Catalina,13,8,5,0,4,4,0,4,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13683.0,,13683 Santa Rosa,29,15,14,0,12,10,0,0,2,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13688.0,,13688 Santa Rosa del Sur,79,39,40,0,30,29,0,1,5,0,8,6,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13744.0,,13744 Simití,20,9,11,0,2,4,0,2,2,0,5,5,0,0,0,0,2023,nacimientos,Cuadro3
13.0,13760.0,,13760 Soplaviento,8,6,2,0,4,1,0,0,1,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3
