,Departamento de ocurrencia | Grupos de causas de defunción (lista colombia 105 para la tabulación de mortalidad),,Total,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2022,defunciones,Cuadro11
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2022,defunciones,Cuadro11
3.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",3502,1792,1710,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,5,0,0,4,2,0,9,2,0,8,8,0,10,6,0,15,11,0,17,14,0,19,19,0,29,23,0,34,40,0,48,45,0,54,75,0,84,92,0,128,138,0,183,105,0,196,181,0,227,198,0,251,225,0,213,213,0,149,191,0,80,82,0,20,36,0,5,3,0,0,0,0,2022,defunciones,Cuadro11
3.0,,038 Todos los demás tumores malignos de otras localizaciones,1056,658,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,4,4,0,4,2,0,16,3,0,34,4,0,52,8,0,39,3,0,35,14,0,36,18,0,22,21,0,43,24,0,55,39,0,58,38,0,59,43,0,65,40,0,40,51,0,46,33,0,23,27,0,16,16,0,8,7,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",730,350,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,4,4,0,3,3,0,7,7,0,5,5,0,9,9,0,7,9,0,4,6,0,6,10,0,8,8,0,8,9,0,12,17,0,13,10,0,14,14,0,23,22,0,27,36,0,27,29,0,36,26,0,47,46,0,41,47,0,30,43,0,8,12,0,7,5,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",674,312,362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,11,0,6,5,0,5,6,0,5,8,0,2,2,0,3,6,0,7,4,0,11,5,0,8,8,0,6,9,0,13,15,0,9,13,0,21,18,0,11,20,0,22,16,0,21,23,0,31,35,0,26,37,0,23,29,0,28,28,0,22,32,0,12,21,0,3,10,0,0,1,0,0,0,0,2022,defunciones,Cuadro11
3.0,,041 Diabetes mellitus,8703,3977,4725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,3,0,2,8,0,14,10,0,15,18,0,26,17,0,38,31,0,65,54,0,109,93,0,169,155,0,280,263,0,403,413,0,517,488,0,553,546,0,538,648,1,542,696,0,380,654,0,214,422,0,90,169,0,17,37,0,0,0,0,2022,defunciones,Cuadro11
3.0,,042 Deficiencias nutricionales,2308,1167,1141,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,70,58,0,65,49,0,61,53,0,21,23,0,5,4,0,5,8,0,7,5,0,5,3,0,13,7,0,21,10,0,15,6,0,15,11,0,22,14,0,16,14,0,36,16,0,46,26,0,71,44,0,75,55,0,127,88,0,145,154,0,156,187,0,109,178,0,48,94,0,11,32,0,0,0,0,2022,defunciones,Cuadro11
3.0,,043 Todas las demás enfermedades endocrinas y nutricionales,2895,1469,1426,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,11,0,10,5,0,5,5,0,12,6,0,6,5,0,3,9,0,10,12,0,11,8,0,16,15,0,24,8,0,25,13,0,40,32,0,58,32,0,80,53,0,105,54,0,126,89,0,137,94,0,153,140,0,167,122,0,159,216,0,168,234,0,84,156,0,52,85,0,8,21,0,0,0,0,2022,defunciones,Cuadro11
3.0,,044 Trastornos mentales y del comportamiento,1807,769,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,2,1,0,4,4,0,9,0,0,10,3,0,15,2,0,12,4,0,17,1,0,14,5,0,28,11,0,45,13,0,29,30,0,53,49,0,87,81,0,125,162,0,139,227,0,118,259,0,48,139,0,11,45,0,0,0,0,2022,defunciones,Cuadro11
3.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,533,325,208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,8,0,6,2,0,6,5,0,8,11,0,9,7,0,8,3,0,11,6,0,18,6,0,12,6,0,19,8,0,15,3,0,22,12,0,11,11,0,17,12,0,27,18,0,32,17,0,21,17,0,27,16,0,13,14,0,16,15,0,4,8,0,4,3,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,1161,690,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,4,0,9,6,0,25,10,0,15,10,0,10,7,0,25,14,0,41,31,0,41,28,0,48,22,0,53,32,0,49,34,0,41,25,0,52,27,0,51,32,0,41,30,0,47,23,0,30,28,0,33,29,0,37,32,0,22,25,0,11,14,0,2,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,047 Todas las demás enfermedades del sistema nervioso,6146,2884,3262,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,11,7,0,10,7,0,18,10,0,32,19,0,50,30,0,52,44,0,74,48,0,66,32,0,54,23,0,44,27,0,38,29,0,52,33,0,51,53,0,62,62,0,111,97,0,141,124,0,201,157,0,254,218,0,382,370,0,414,518,0,423,586,0,258,526,0,72,187,0,12,54,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",46,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,4,2,0,2,1,0,1,1,0,0,2,0,3,2,0,2,1,0,3,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,54,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,3,0,3,1,0,1,0,0,1,0,0,0,3,0,2,4,0,4,2,0,2,5,0,2,4,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,050 Enfermedades hipertensivas,11159,5415,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,10,0,0,11,6,0,14,11,0,22,19,0,29,32,0,67,43,0,112,70,0,205,124,0,306,222,0,447,326,0,566,419,0,732,603,0,973,901,0,886,1219,0,699,1124,0,259,487,0,73,136,0,0,0,0,2022,defunciones,Cuadro11
3.0,,051 Enfermedades isquémicas del corazón,50897,27536,23361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,18,5,0,40,14,0,57,22,0,104,42,0,176,76,0,314,149,0,506,218,0,821,403,0,1431,616,0,2114,1015,0,2703,1435,0,3361,2074,0,3768,2649,0,4164,3700,0,3859,4464,0,2771,3883,0,1063,1961,0,263,633,0,0,0,0,2022,defunciones,Cuadro11
3.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,1313,567,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,2,0,3,3,0,3,7,0,3,6,0,6,13,0,7,19,0,12,19,0,19,25,0,14,27,0,21,33,0,40,34,0,50,50,0,60,55,0,60,69,0,63,85,0,79,89,0,57,99,0,42,71,0,19,31,0,4,8,0,0,0,0,2022,defunciones,Cuadro11
3.0,,053 Todas las demás formas de enfermedad del corazón,5363,2861,2502,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,12,13,0,10,7,0,6,7,0,4,7,0,8,10,0,21,10,0,21,9,0,20,7,0,39,12,0,53,14,0,57,24,0,70,34,0,83,45,0,102,56,0,166,104,0,238,133,0,274,177,0,335,243,0,325,293,0,416,389,0,340,464,0,182,294,0,61,112,0,15,35,0,0,0,0,2022,defunciones,Cuadro11
3.0,,054 Insuficiencia cardíaca,2005,1031,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,4,0,6,2,0,4,3,0,9,1,0,11,5,0,16,7,0,14,15,0,25,16,0,51,26,0,69,39,0,82,73,0,129,84,0,135,105,0,176,154,0,146,183,0,108,161,0,34,70,0,10,23,0,0,0,0,2022,defunciones,Cuadro11
3.0,,055 Enfermedades cerebrovasculares,17568,8439,9129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,1,0,2,5,0,3,4,0,7,2,0,14,12,0,26,16,0,35,21,0,52,34,0,55,52,0,97,79,0,142,124,0,189,200,0,313,268,0,444,395,0,629,531,0,835,670,0,1048,857,0,1179,1101,0,1320,1485,0,1084,1582,0,702,1100,0,203,472,0,47,113,0,0,0,0,2022,defunciones,Cuadro11
3.0,,056 Aterosclerosis,85,51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,3,1,0,3,0,0,10,6,0,6,2,0,6,8,0,5,5,0,6,4,0,3,5,0,3,1,0,1,2,0,0,0,0,2022,defunciones,Cuadro11
3.0,,057 Aneurisma aórtico,1760,1146,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,8,1,0,5,3,0,12,3,0,20,8,0,32,13,0,49,19,0,79,27,0,120,34,0,164,81,0,179,75,0,164,89,0,147,107,0,99,96,0,54,39,0,10,16,0,1,1,0,0,0,0,2022,defunciones,Cuadro11
3.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,1881,880,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,5,3,0,5,5,0,9,9,0,10,17,0,13,18,0,21,20,0,37,36,0,46,42,0,67,66,0,95,77,0,105,98,0,110,99,0,150,149,0,108,160,0,69,125,0,24,52,0,4,20,0,0,0,0,2022,defunciones,Cuadro11
3.0,,059 Neumonía,8760,4625,4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,0,49,37,0,32,31,0,45,42,0,18,17,0,16,17,0,22,16,0,46,28,0,44,29,0,61,26,0,79,33,0,83,49,0,90,61,0,131,96,0,178,135,0,286,181,0,377,232,0,528,354,0,568,480,0,681,627,0,598,667,0,418,586,0,172,262,0,43,78,0,0,0,0,2022,defunciones,Cuadro11
3.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,15794,8155,7639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,8,7,0,4,2,0,6,3,0,4,4,0,9,3,0,10,4,0,14,8,0,18,18,0,17,17,0,29,48,0,83,47,0,150,116,0,362,228,0,640,391,0,968,592,0,1215,867,0,1567,1369,0,1438,1646,0,1096,1393,0,415,682,0,99,193,0,0,0,0,2022,defunciones,Cuadro11
3.0,,061 Enfermedades del pulmón debidas a agentes externos,1292,573,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,3,0,1,2,0,1,0,0,2,0,0,2,0,0,0,2,0,5,1,0,5,3,0,3,1,0,8,3,0,5,0,0,14,6,0,9,6,0,21,8,0,38,18,0,38,27,0,52,52,0,68,64,0,94,116,0,94,147,0,74,161,0,28,77,0,8,17,0,0,0,0,2022,defunciones,Cuadro11
3.0,,062 Todas las demás enfermedades del sistema respiratorio,3190,1766,1424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,33,0,28,16,0,15,14,0,17,17,0,8,6,0,10,8,0,16,9,0,24,10,0,23,18,0,22,10,0,40,18,0,35,26,0,43,20,0,41,46,0,77,63,0,133,87,0,155,115,0,220,125,0,190,166,0,239,212,0,200,173,0,117,154,0,48,62,0,5,16,0,0,0,0,2022,defunciones,Cuadro11
3.0,,063 Ulcera,1126,637,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,1,0,5,2,0,9,1,0,10,1,0,10,6,0,11,10,0,25,14,0,27,15,0,46,18,0,65,36,0,66,37,0,98,52,0,86,77,0,96,101,0,56,71,0,23,38,0,1,6,0,0,0,0,2022,defunciones,Cuadro11
3.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,866,461,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,1,2,0,2,1,0,2,0,0,4,1,0,4,0,0,6,2,0,10,1,0,8,4,0,11,7,0,14,4,0,27,9,0,23,21,0,47,29,0,50,34,0,58,46,0,71,60,0,60,85,0,40,69,0,16,23,0,2,6,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",2427,1264,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,5,0,5,2,0,12,6,0,9,2,0,8,5,0,4,3,0,12,8,0,17,11,0,22,10,0,20,14,0,27,17,0,37,16,0,33,24,0,68,51,0,77,61,0,120,94,0,130,110,0,191,137,0,198,232,0,153,182,0,78,122,0,26,40,0,5,7,0,0,0,0,2022,defunciones,Cuadro11
3.0,,066 Enfermedades del hígado,3523,2108,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,1,1,0,4,0,0,2,3,0,4,1,0,7,6,0,7,8,0,9,3,0,32,15,0,41,19,0,62,25,0,93,36,0,167,62,0,229,100,0,266,170,0,330,208,0,271,210,0,248,192,0,177,177,0,114,117,0,38,44,0,4,10,0,0,3,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",2423,1099,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,6,2,0,5,9,0,20,7,0,18,19,0,19,18,0,30,27,0,33,31,0,50,47,0,57,59,0,90,105,0,113,105,0,120,133,0,157,171,0,173,226,0,115,186,0,69,117,0,19,55,0,1,5,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",1865,886,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,4,0,2,2,0,2,0,0,6,1,0,3,2,0,5,1,0,6,4,0,10,5,0,8,4,0,14,9,0,19,13,0,19,18,0,39,29,0,47,48,0,71,59,0,101,102,0,127,124,0,136,121,0,117,184,0,91,135,0,42,82,0,13,27,0,1,4,0,0,0,0,2022,defunciones,Cuadro11
3.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,1079,524,555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6,0,3,2,0,2,3,0,2,3,0,4,1,0,4,4,0,6,2,0,13,0,0,8,6,0,14,3,0,12,10,0,11,13,0,19,18,0,22,24,0,33,36,0,55,36,0,52,65,0,67,76,0,68,73,0,63,69,0,39,63,0,15,30,0,3,11,0,0,1,0,0,0,0,2022,defunciones,Cuadro11
3.0,,070 Hemorragia gastrointestinal,1190,593,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,1,0,1,0,0,1,2,0,0,0,0,4,1,0,3,2,0,5,5,0,4,3,0,6,6,0,16,7,0,26,23,0,42,21,0,60,28,0,69,38,0,71,72,0,110,96,0,94,115,0,57,112,0,19,47,0,4,13,0,0,0,0,2022,defunciones,Cuadro11
3.0,,071 Enfermedades de la piel y del tejido subcutáneo,1578,703,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,1,0,1,0,0,2,1,0,1,1,0,2,1,0,1,1,0,2,3,0,11,4,0,4,5,0,8,5,0,9,8,0,20,23,0,29,18,0,44,32,0,59,51,0,58,75,0,69,69,0,92,77,0,108,134,0,97,151,0,55,146,0,21,45,0,7,19,0,0,0,0,2022,defunciones,Cuadro11
3.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,2081,642,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,2,5,0,7,14,0,7,30,0,10,31,0,18,48,0,6,50,0,14,51,0,24,62,0,25,57,0,31,63,0,43,95,0,46,118,0,72,122,0,82,133,0,76,121,0,76,133,0,45,139,0,40,104,0,12,44,0,1,15,0,0,0,0,2022,defunciones,Cuadro11
3.0,,073 Enfermedades glomerulares y tubulointersticiales,495,251,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,1,2,0,1,2,0,4,2,0,2,1,0,1,0,0,1,2,0,2,7,0,7,8,0,6,12,0,5,11,0,10,15,0,13,14,0,24,20,0,31,26,0,44,31,0,44,35,0,30,23,0,9,26,0,7,4,0,4,2,0,0,0,0,2022,defunciones,Cuadro11
3.0,,074 Insuficiencia renal,2734,1601,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,3,6,0,11,6,0,8,4,0,13,17,0,23,8,0,22,20,0,33,22,0,55,42,0,85,45,0,117,80,0,147,97,0,217,106,0,210,141,0,249,168,0,212,164,0,141,126,0,42,63,0,11,13,0,0,0,0,2022,defunciones,Cuadro11
3.0,,075 Todas las demás enfermedades del sistema urinario,3719,1526,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,1,0,0,1,0,2,1,0,1,1,0,0,1,0,3,0,0,5,10,0,9,5,0,13,9,0,9,15,0,13,26,0,12,28,0,31,34,0,52,48,0,73,89,0,112,127,0,152,176,0,216,249,0,261,396,0,282,414,0,182,361,0,78,157,0,17,38,0,0,0,0,2022,defunciones,Cuadro11
3.0,,076 Hiperplasia de la próstata,585,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,17,0,0,32,0,0,48,0,0,96,0,0,109,0,0,124,0,0,96,0,0,45,0,0,11,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,077 Trastornos de los órganos genitales,237,136,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,2,4,0,3,3,0,0,3,0,5,10,0,8,8,0,2,6,0,6,10,0,9,8,0,14,4,0,20,9,0,12,12,0,29,7,0,9,8,0,11,2,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"078 Embarazo, parto y puerperio",464,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,54,0,0,107,0,0,95,0,0,94,0,0,81,0,0,27,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,156,87,69,0,13,9,0,15,9,0,34,35,0,19,11,0,2,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,273,156,117,0,30,38,0,39,26,0,55,27,0,30,21,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",177,100,77,0,28,18,0,32,25,0,18,20,0,11,9,0,1,0,0,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,082 Trastornos respiratorios específicos del período perinatal,1455,820,634,1,49,27,0,150,130,0,304,237,0,151,135,1,8,3,0,111,66,0,18,17,0,2,2,0,4,3,0,5,1,0,3,2,0,2,3,0,2,0,0,1,0,0,3,3,0,2,3,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,220,129,91,0,3,1,0,10,14,0,51,31,0,47,37,0,2,1,0,12,5,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,084 Infecciones específicas del período perinatal,784,440,344,0,7,4,0,48,33,0,173,115,0,155,146,0,5,6,0,47,32,0,0,1,0,1,0,0,1,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,085 Enterocolitis necrotizante del feto y del recién nacido,204,112,92,0,0,0,0,1,0,0,26,20,0,57,42,0,4,5,0,23,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,086 Todas las demás afecciones originadas en el período perinatal,392,230,161,1,11,16,0,28,18,0,89,56,1,72,45,0,0,0,0,14,13,0,5,3,0,2,3,0,2,4,0,1,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,087 Malformaciones congénitas del sistema circulatorio,1156,630,525,1,7,7,0,29,32,0,119,97,1,129,98,0,8,1,0,146,120,0,46,32,0,23,26,0,22,15,0,9,15,0,15,16,0,21,3,0,10,9,0,10,7,0,6,3,0,5,8,0,1,7,0,5,4,0,3,3,0,7,3,0,5,4,0,2,6,0,0,3,0,1,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",1113,581,529,3,25,15,2,59,62,1,71,66,0,75,76,0,4,2,0,96,90,0,33,32,0,23,23,0,29,32,0,22,19,0,24,17,0,21,12,0,12,8,0,10,4,0,13,4,0,5,6,0,6,7,0,10,8,0,10,11,0,14,11,0,8,9,0,4,7,0,3,1,0,1,4,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
3.0,,"089 Signos, síntomas y afecciones mal definidas",3704,2272,1414,18,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,58,50,0,21,19,0,14,11,0,22,17,0,12,17,0,16,15,0,59,16,0,81,28,0,93,42,0,107,18,0,103,35,1,94,42,0,83,43,0,88,50,1,107,50,0,135,70,1,141,73,0,143,90,2,180,86,0,227,143,1,207,169,1,156,179,0,86,95,0,30,49,1,6,2,10,2022,defunciones,Cuadro11
3.0,,090 Accidentes de transporte de motor y secuelas,8610,7042,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,5,0,6,11,0,25,18,0,27,21,0,63,31,0,509,112,0,1023,203,0,907,172,0,774,154,0,604,117,0,538,97,0,396,83,0,402,86,0,401,76,0,372,73,0,321,82,0,242,70,0,208,69,0,126,49,0,59,20,0,24,13,0,5,2,0,0,1,0,1,0,0,2022,defunciones,Cuadro11
3.0,,091 Otros accidentes de transporte terrestre,162,138,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,0,4,2,0,7,4,0,5,0,0,1,0,0,9,1,0,6,1,0,7,0,0,8,3,0,8,3,0,19,2,0,10,1,0,20,1,0,15,1,0,10,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
