columna,columna_1,"CUADRO 13 - Nacimientos por nivel educativo de la madre según departamento, municipio de residencia y grupo de edad de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen
5.0,5001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,05002 Abejorral,Total,7,0,0,5,1,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 20-24 Años,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 25-29 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 30-34 Años,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5002.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,05004 Abriaquí,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 25-29 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5004.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,05021 Alejandría,Total,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 25-29 Años,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5021.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,05030 Amagá,Total,15,0,1,5,2,0,0,3,2,1,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 15-19 Años,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 20-24 Años,6,0,0,1,2,0,0,1,1,1,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 25-29 Años,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 30-34 Años,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5030.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,05031 Amalfi,Total,14,0,2,3,3,1,0,1,3,0,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 15-19 Años,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 20-24 Años,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 25-29 Años,5,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 30-34 Años,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 35-39 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5031.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,05034 Andes,Total,22,0,4,5,5,1,0,2,0,1,0,1,0,1,2,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 15-19 Años,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 20-24 Años,10,0,2,2,4,1,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 25-29 Años,5,0,0,1,0,0,0,1,0,1,0,0,0,1,1,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 30-34 Años,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 35-39 Años,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5034.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,05036 Angelópolis,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 25-29 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5036.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,05038 Angostura,Total,6,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 20-24 Años,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 25-29 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 30-34 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 35-39 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5038.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,05040 Anorí,Total,19,0,4,7,6,0,0,1,0,1,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 20-24 Años,9,0,2,2,4,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 25-29 Años,7,0,1,3,2,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 30-34 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 35-39 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5040.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,05042 Santa Fé de Antioquia,Total,21,0,2,5,4,0,0,4,3,2,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 15-19 Años,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 20-24 Años,5,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 25-29 Años,8,0,1,2,1,0,0,1,1,2,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 30-34 Años,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 35-39 Años,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 40-44 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5042.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,05044 Anzá,Total,7,0,2,4,0,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 15-19 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 20-24 Años,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 25-29 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 30-34 Años,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 35-39 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5044.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,05045 Apartadó,Total,103,0,6,16,48,1,0,11,11,10,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 15-19 Años,14,0,0,6,7,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 20-24 Años,36,0,2,5,22,0,0,2,3,2,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 25-29 Años,26,0,1,3,12,1,0,5,4,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 30-34 Años,19,0,3,2,6,0,0,3,2,3,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 35-39 Años,8,0,0,0,1,0,0,0,2,5,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5045.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,05051 Arboletes,Total,26,0,4,12,7,2,0,0,0,0,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 15-19 Años,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 20-24 Años,11,0,1,5,4,0,0,0,0,0,0,0,0,0,1,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 25-29 Años,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 30-34 Años,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 35-39 Años,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 40-44 Años,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5051.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,05055 Argelia,Total,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 25-29 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 30-34 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5055.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,05059 Armenia,Total,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 15-19 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 25-29 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5059.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5079.0,,05079 Barbosa,Total,28,0,0,2,11,0,0,9,2,2,2,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5079.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5079.0,,,De 15-19 Años,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro13
5.0,5079.0,,,De 20-24 Años,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2024,nacimientos,Cuadro13
