columna,"CUADRO 7 - Defunciones maternas, por grupos de edad, según departamento de residencia y grupos de causas de defunción  (Lista de causas agrupadas 6/67 CIE-10 de OPS)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,año,tipo,hoja_origen
73.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
73.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
73.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),7,0,1,2,2,0,1,1,0,0,0,2023,defunciones,Cuadro7
76.0,76 Valle del Cauca,TOTAL,19,0,2,2,7,2,3,3,0,0,0,2023,defunciones,Cuadro7
76.0,,Embarazo terminado en aborto (O00-O08),2,0,1,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
76.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",3,0,0,1,0,0,1,1,0,0,0,2023,defunciones,Cuadro7
76.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
76.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
76.0,,Complicaciones del trabajo del parto y del parto (O60-O75),2,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
76.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
76.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),9,0,1,0,3,2,1,2,0,0,0,2023,defunciones,Cuadro7
81.0,81 Arauca,TOTAL,3,0,0,0,0,0,2,0,1,0,0,2023,defunciones,Cuadro7
81.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
81.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
81.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
81.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,0,0,0,0,1,0,0,2023,defunciones,Cuadro7
81.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
81.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
81.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
85.0,85 Casanare,TOTAL,2,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
85.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
85.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
85.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
85.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
85.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
85.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
85.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,86 Putumayo,TOTAL,4,0,2,1,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
86.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),3,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,91 Amazonas,TOTAL,3,0,0,0,2,1,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,,Embarazo terminado en aborto (O00-O08),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
91.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),2,0,0,0,1,1,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,94 Guainía,TOTAL,2,0,0,1,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
94.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,95 Guaviare,TOTAL,2,0,0,0,0,2,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
95.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),2,0,0,0,0,2,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,97 Vaupés,TOTAL,1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
97.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,99 Vichada,TOTAL,2,0,0,1,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
99.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
75.0,Extranjero,TOTAL,12,1,4,4,0,1,1,1,0,0,0,2023,defunciones,Cuadro7
75.0,,Embarazo terminado en aborto (O00-O08),2,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
75.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",2,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
75.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
75.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
75.0,,Complicaciones del trabajo del parto y del parto (O60-O75),2,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
75.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
75.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),6,1,2,0,0,1,1,1,0,0,0,2023,defunciones,Cuadro7
1.0,Sin Información,TOTAL,2,0,0,0,0,1,1,0,0,0,0,2023,defunciones,Cuadro7
1.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
1.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
1.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
1.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
1.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
1.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
1.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
,Fuente: DANE - Estadísticas Vitales,,,,,,,,,,,,,2023,defunciones,Cuadro7
,Fecha de actualización: 19 de diciembre de 2024,,,,,,,,,,,,,2023,defunciones,Cuadro7
